message_id,text,difficulty_bucket,difficulty_score,true_intent,gold_reply_notes,true_escalate,true_escalate_reason
2275036,@XboxSupport I bought star wars battlefront 2 elite trooper edition yet the only one showing up in my downloads is the standard edition!,edge,1,account_data_issue,Must not promise the correct edition will appear automatically; needs purchase verification.,True,"Paid for premium edition, only standard shows in downloads."
1061279,"@XboxSupport Way past that, was told earlier today that account was confirmed hacked, was then told wait 24-72 more hours",typical,0,account_data_issue,Should not minimize; acknowledge security incident and give clear next steps/timeline.,True,Confirmed account hack -- security issue.
2244470,"@XboxSupport having trouble with a purchase, would like some additional help if possible, xbox live monthly subscription purchased twice for same account, will i be charged twice for a redundant package?",ambiguous,2,refund_request,Must not confirm or deny the double charge without checking; needs billing verification.,True,Possible double charge on a subscription.
123836,"@XboxSupport Hi, applied a new 12month XBL code just now. My current live expires in 25/02/2018. Now my live says expires 23/11/2018. That isn't starting my 12months from when my current is expiring. That isn't right as far as I am concerned :(",typical,0,code_activation,Must not dismiss the expiry discrepancy; needs billing/duration verification.,True,"Applied code, resulting expiry date appears miscalculated -- billing-adjacent."
1472484,@XboxSupport are all Xbox One forced into downloading the Xbox One X Enhanced updates?,typical,0,how_to_question,Factual answer on update requirements.,False,Informational.
2142686,@629998 @85033 Need to figure out how to unlink my epic account so I can access game. Currently it doesn’t let me play on Xbox.,ambiguous,2,account_data_issue,Must not walk through unlinking steps without confirming account state.,True,Real account-linking/unlinking action requested.
197303,@XboxSupport I can’t play my game disc on my Xbox what do I do,typical,0,hardware_issue,"Suggest cleaning the disc / checking the drive, standard first step.",False,"Common disc-read issue, generic advice low-risk."
154678,@XboxSupport Ive contacted support 5 times but nobody can fix my home xbox problem they’ve made me do the same thing and told me to wait but never works. I cant play my digital games offline and somebody probably has access on my live gold and games!! https://t.co/3FqqH7EE1k,ambiguous,2,account_data_issue,Must not dismiss the security concern; take the possible unauthorized access claim seriously.,True,"Possible unauthorized account access, 5 prior unresolved contacts."
2912023,@806093 @115754 @115765 @115786 @XboxSupport @115766 Dude. Absolutely freaking ridiculous. I get kicked out of games all the time. Shit freezes all the time. Whenever I'm in a party with people literally nothing works.,edge,1,game_crash_bug,"Acknowledge multiple symptoms, don't offer a single generic fix for what sounds like several issues.",True,"Multiple unresolved symptoms, high frustration, likely past first-line troubleshooting."
1162567,@ATVIAssist @XboxSupport Error code 103294,ambiguous,2,other_unclear,Ask for more context (which game/action) before responding.,True,"Bare error code, no context."
1348694,@XboxSupport how do I put Xbox live gold on a child account so my daughter can play minecraft with me ?,ambiguous,2,how_to_question,Give clear child-account + Gold setup steps.,False,"Informational, parental-controls setup."
2209826,@XboxSupport My xbox one x won't eject disc?,typical,0,hardware_issue,"Suggest standard disc-eject troubleshooting (manual eject, power cycle).",False,"Common issue, generic advice low-risk."
1407173,@447073 @118625 @115786 It also comes with Forza 7! Right now though it appears my gears 4 code doesn't work properly. So I need to figure that out.,edge,1,code_activation,Must not assume the code is invalid without checking.,True,Paid code not working properly.
2300740,@115786 @115787 @XboxSupport everytime I use Netflix on my Xbox one X Scorpio edition. The screen goes black and the console turns off and I have to hard reset everytime. Is there a fix?!?,edge,1,hardware_issue,"Treat as a serious symptom (full shutdown), not a routine app crash.",True,Console fully powers off repeatedly -- more serious than a typical app crash.
1020618,@XboxSupport Let me rephrase is It possible to have the PC and Xbox connect to LIVE via wifi But dedicate the ethernet solely to streaming content from the xbox to the PC (2 Separate LANs),typical,0,how_to_question,Answer the specific dual-network setup question factually.,False,Advanced but purely informational networking question.
2801079,@XboxSupport Can i change the age at all?,typical,0,how_to_question,"Point to age-change process, note identity verification is typically required.",True,Age/parental-control setting -- consistent with earlier identical message.
2244407,@XboxSupport Did I say minutes? It took literally seconds to disconnect when I swapped them just now.,ambiguous,2,other_unclear,Ask for context on what was being compared/swapped.,True,"Mid-conversation fragment, references unstated prior context."
268860,@XboxSupport having huge issueee. Already sent a messagee. Please reply. My ultimate forza digi download wont load.,ambiguous,2,game_crash_bug,Acknowledge the prior unanswered message before offering troubleshooting.,True,"States a prior message went unanswered -- needs a real response, not another generic one."
1075892,@XboxSupport @115786 just got forced to update my xbox even though i didnt want to even turned auto update off really? The new dashboard is utter garbage and you cant even view screenshots full screen without them zooming hundred times the size games keep crashing #worstupdate,ambiguous,2,game_crash_bug,Address the crashing specifically; don't just acknowledge the broader complaint.,True,"Multiple stacked complaints, explicit frustration (#worstupdate)."
338390,"@XboxSupport I'm having issues with my Fallout 3. got a code with my FA4, put it in, linked to my accnt, but I don't own it apparently? Help",typical,0,account_data_issue,Must not promise ownership will resolve itself; needs entitlement verification.,True,Entitlement/ownership issue after linking a code.
615591,@XboxSupport love the broad and general answer you give. Tell us how long its down for its that simple... oh wait you cant,typical,0,other_unclear,"Acknowledge the valid criticism, avoid another generic/templated reply.",True,"Sarcastic complaint about support quality itself, not a product issue."
2972586,"@XboxSupport Yes, and it always makes a grinding noise when reading a disc",typical,0,hardware_issue,Suggest cleaning disc first; note that a persistent grinding noise may need a repair referral.,False,"Standard first response, though may escalate to repair if unresolved."
1415096,@178885 keys purchased and yet again not appearing. This is the last time I waste money on RL. This happens all the time!! @XboxSupport,edge,1,code_activation,Must not dismiss; needs account-specific purchase verification.,True,"Money involved, explicit repeated-issue and churn signal."
1483383,@XboxSupport Yeah none of that helped. I already did all that. It's a server problem.,typical,0,network_connectivity,Must not repeat generic troubleshooting already stated as tried.,True,Customer states standard fixes already failed -- needs real diagnosis.
947107,@115790 hi my fifa has been stuck on this for 15 mins. I did a reset and everything @XboxSupport https://t.co/dkSlQlAIlL,typical,0,game_crash_bug,Must not just suggest a reset -- already tried.,True,"Reset already attempted, issue persists."
1354167,@115786 @XboxSupport @9914 Some please explain to me why my new live content for Madden 18 has never downloaded! It’s just a blank bar!?,edge,1,game_crash_bug,Suggest checking storage space and restarting the download.,False,Standard download-issue troubleshooting.
1277486,@115786 @XboxSupport I need help ASAP please,adversarial,3,other_unclear,Ask what the actual issue is before responding.,True,"Zero detail given, only urgency."
199879,I feel like I’m being punked by @XboxSupport ive been hung up on 3 times now after I ask for a refund.,typical,0,refund_request,"Acknowledge the repeated bad experience, don't just process a generic refund reply.",True,"Money involved, repeated poor service experience (hung up on 3 times)."
2516434,@XboxSupport I bought a pack for marvel heroes Omega on 10/27/2017. Game is shutting down out of nowhere. How do I get a refund? Feeling scammed.,ambiguous,2,refund_request,"Acknowledge the situation seriously, don't dismiss 'feeling scammed'.",True,"Money involved, explicit distress signal."
1695605,@XboxSupport It's ok now. It just didn't tell me the game needed an update.,adversarial,3,other_unclear,Brief acknowledgment only.,False,"Self-resolved, informational follow-up."
1481758,@XboxSupport I cant play online but i can download a Xbox live gold game mike trackmania for free?,typical,0,network_connectivity,Ask for more detail distinguishing download vs. online-play issue.,False,Standard online-play troubleshooting.
125985,@XboxSupport What if the age on an  account is not the of the person using the account. Is there a way to change the age?,ambiguous,2,how_to_question,"Point to age-change process, note verification is typically required.",True,"Account/parental-control setting, same reasoning as similar message."
194843,"@161793 @161794 @XboxSupport @115787 @115786 This crash is happening throughout the whole system. Doesn't matter what game it is. Party / Skype guarantees a crash

Worst Alpha Build",edge,1,game_crash_bug,Note this may be an Insider/Alpha build issue needing specialized handling.,True,"System-wide crash, references an Alpha Build -- likely needs specialized handling."
632657,@XboxSupport Black ops 3 has server issues too,typical,0,network_connectivity,Point to known server status if available.,False,Known server-status issue.
2751910,@XboxSupport Is there like a power mode where the console “sleeps” so I can still have the installation going?,typical,0,how_to_question,Answer the sleep-mode/installation question factually.,False,Informational feature question.
2654554,@XboxSupport Don’t work...,adversarial,4,other_unclear,Ask what specifically isn't working.,True,Zero context given.
1759995,"@XboxSupport Found out the problem, hdmi is 1.4 not 2.0. Thank you though.",adversarial,3,hardware_issue,"Brief acknowledgment only, no action needed.",False,Self-resolved (HDMI version mismatch).
2646679,Hey @XboxSupport why TF does tho happen in 2017 when I’ve had the system and the controller linked for months and months?! Is it too much to ask that my technology work? https://t.co/OvHrCx5SLY,adversarial,4,other_unclear,Ask for the specific symptom before responding.,True,"Vague, no specific symptom named, high frustration."
2202213,@XboxSupport my Xbox one x keeps saying there is updates for Gears of war 4 and the downloads the entire 100+GB? I have data caps. How can I fix this issue?,ambiguous,2,how_to_question,Explain update download behavior and any options to manage size/caps.,False,Informational question about update/data-cap behavior.
2269264,"@XboxSupport Hi, I'm facing this problem with my Xbox One, message code: 0x80040506
The screen suddenly became black!
Help me please!",edge,1,hardware_issue,Suggest standard troubleshooting for the specific error code and black screen.,False,Standard troubleshooting for a named error code.
2745434,@768880 @XboxSupport My code for xbox live does not work.  Is this a common issue??,typical,0,code_activation,Must not assume the code is fine; needs account-specific check.,True,Paid code not working -- consistent with earlier identical message.
2507179,"@XboxSupport had a halo 3 lan yesterday, my Xbox one X kept crashing about 8-10 minutes into almost every game. Is this a known issue? System linked with other X1s and a 360",typical,0,game_crash_bug,Check for a known issue with the specific game/LAN setup described.,False,Standard known-issue lookup.
246153,"@XboxSupport Due to ""downloading content"" I could not play multiplayer game (F1 2017). Xbox One S. Is this a known issue? Can I resolve it? https://t.co/sNIkNA4es6",ambiguous,2,game_crash_bug,Explain the downloading-content/multiplayer-block behavior and any fix.,False,"Standard troubleshooting, download blocking play."
863729,"@XboxSupport I’ve had 2 controllers since I got the console, 2 others are about a year and a half old, and the last is only a couple months old. None connect. The Xbox is directly in front of me at the end of my bed, no more then 3-4 feet from me, not sure what interference there could be.",edge,1,hardware_issue,Suggest standard controller re-sync/interference troubleshooting.,False,Standard controller-connectivity troubleshooting.
357494,@XboxSupport Halo Wars 2 has now downloaded 14 times. It refuses to stay uninstalled. Blew right through my monthly bandwidth cap. FIX?,typical,0,game_crash_bug,Acknowledge repeated failure to stay uninstalled; must not just suggest uninstalling again.,True,"Repeated failure, real bandwidth cost incurred."
2573099,"@XboxSupport Hi ordered fifa18 icon edition and not received any of the ronaldo loan packs, spoke to ure support and no help and can’t find email on your site to get in touch .! Please help .!!",adversarial,4,account_data_issue,Must not repeat 'contact support' -- customer states that already failed; needs real follow-up.,True,"Missing purchased content, prior support contact unsuccessful."
1595790,@XboxSupport I spent 60$ on a game that doesn't even work half of the damn time. Can always count on xbox for having shitty servers.,edge,1,network_connectivity,"Acknowledge frustration, avoid dismissive tone; needs real diagnosis not generic reassurance.",True,"Money spent, implies persistent unresolved issue."
2142683,"@XboxSupport Hey when I go to add an existing account to my Xbox, it doesn't let me and forces me to use that email address to make a new account",typical,0,account_data_issue,Explain account-merge/email conflict process clearly.,True,"Real account-linking action, not just information."
1103261,"@XboxSupport hi, i have only 10sec to login to my internet builing network before the xbox starts testing the connexion. How can i fix this?",ambiguous,2,network_connectivity,Offer standard connection-timeout troubleshooting.,False,Technical but standard troubleshooting question.
1708141,@XboxSupport any reason when I’m in a party I get booted and it says Party Encountered An Error Iv hard reset Xbox and reset WiFi,typical,0,network_connectivity,Must not suggest hard reset or WiFi reset again -- already tried.,True,"Standard troubleshooting (hard reset, WiFi reset) already attempted."
1578843,@ATVIAssist @115754 @115766 @115765 for 3 days now I’ve been trying to redeem my pre order code and no one is helping @XboxSupport https://t.co/2e0q0RlD0h,edge,1,code_activation,Must not repeat generic 'try again' advice -- 3 days unresolved.,True,"Unresolved for 3 days, money involved."
1706502,@XboxSupport  hello anyone can tell me whats going onniver an hour now waiting to go online and play my game,typical,0,network_connectivity,"Acknowledge extended wait, don't just repeat generic status check advice.",True,"Extended wait time, likely past first-line troubleshooting."
266305,Xbox servers fucked?,ambiguous,2,network_connectivity,Point to server status page if available.,False,Brief server-status question.
2654491,@XboxSupport hi was wondering if anything was going on with @138777 refunds I have invested money and time into the game that didn't look like it was shutting down,ambiguous,2,refund_request,Must not promise a refund outcome without checking policy/case specifics.,True,Money and refund-policy question.
1988224,@XboxSupport I can't connect to the bf1 cte please help,typical,0,network_connectivity,Offer standard beta/CTE connectivity troubleshooting.,False,Standard troubleshooting for a test environment.
1869386,@XboxSupport this is absolutely ridiculous. I've hard reset and tried everything! I hate this. https://t.co/bJy0zGKkDA,edge,1,other_unclear,"Ask what specifically was tried and what's still failing, rather than offer another generic fix.",True,"States 'tried everything', high frustration, no specific symptom named."
2138464,"@XboxSupport Hi ! Is it possible to get a refund on a gold membership, after it got renewed ? Thanks",edge,1,refund_request,Must not promise refund outcome without checking policy.,True,Money involved -- membership refund request.
1132939,@XboxSupport is it possible to order the  limited edition SCUF FORZA ELITE controller in the Netherlands. I can only see it in the usa store,adversarial,3,how_to_question,Answer the regional-availability question factually.,False,"Informational, no account action."
1852562,@XboxSupport Actually it was October as I was beta testing. It used to update every October. 👍 Can it please be corrected?,typical,0,other_unclear,"Acknowledge the correction; low-stakes, doesn't need deep investigation.",False,"Fragment referencing an unstated prior exchange, low stakes."
2796685,@XboxSupport Are the any issues with the multiplayer and single player of the Forza Motorsport 7? Disc and Downloads?,ambiguous,2,game_crash_bug,Check for known issues with the specific game/mode described.,False,Standard known-issue lookup.
14228,"@XboxSupport I have no card in the account was on four times in the last two weeks, this is horrible I’ve been a customr since 05 check my account again",typical,0,account_data_issue,Acknowledge the repeated unresolved contact and long tenure; don't just repeat standard steps.,True,"Repeated unresolved issue over two weeks, long-tenure customer -- churn risk."
2855520,@XboxSupport I am unable to play anything that is downloaded currently.,typical,0,game_crash_bug,Offer standard troubleshooting for downloaded-content playback.,False,"Standard troubleshooting, first response."
669073,@XboxSupport I’ve got an A button on brand new one x controller that doesn’t seem to register every time. What can I do?,typical,0,hardware_issue,Should not just suggest a firmware update; likely needs a hardware replacement/warranty path.,True,New hardware showing a defect -- likely warranty case.
2566324,@XboxSupport need urgent help asap,adversarial,4,other_unclear,Ask what the actual issue is before responding.,True,"Zero detail given, only urgency."
103508,"@XboxSupport I have a problem When i enter dark souls 3 and load the game it says save data corrupted.
Please  tell me how to fix it",ambiguous,2,game_crash_bug,"Must not suggest simply 'try again' -- this is data corruption, more serious than a routine crash.",True,Save data corruption -- real risk of lost progress.
509869,@XboxSupport I checked the other day and there was not,adversarial,3,other_unclear,Ask for context on what was being checked.,True,"Fragment, references an unstated prior question."
2309668,@XboxSupport please help with this,adversarial,4,other_unclear,Ask what the issue is before responding.,True,Zero detail given.
517411,"@XboxSupport Still running into a lot of issues. Fails to send signal to tv after turning on. Very sluggish OS. Fails to sign in. Corrupted game files. Stops downloads and streaming services randomly.
Any ideas?",typical,0,hardware_issue,Treat as a likely hardware fault given the range and severity of symptoms; don't offer a single generic fix.,True,"Multiple severe symptoms (signal, OS, sign-in, corruption) -- sounds like failing hardware."
2351305,@XboxSupport I would. But the chat is closed down for today.,typical,0,other_unclear,"Acknowledge chat is unavailable, offer an alternative contact path.",True,"Blocked from the official support channel, needs real follow-up."
2473733,@XboxSupport can I use my Microsoft account $$ to buy from a Microsoft Store ? Not online store though..,ambiguous,2,how_to_question,Answer the payment-method/store-type question factually.,False,"Informational, no account action."
2796361,"@XboxSupport im trying to redeem a code but when i get done and press enter, nothing happens. What can i do to fix it?",ambiguous,2,code_activation,Must not assume the code is invalid without checking.,True,"Money involved, direct redemption action failing."
1289323,@115786 I need some help some of my DLC for black ops 2  is gone I tried to redownload it but it won’t work can u help Xbox,typical,0,account_data_issue,Must not just suggest redownloading again -- already tried and failed.,True,"Paid DLC content missing, redownload already attempted unsuccessfully."
2035487,@XboxSupport Wow I really missed it then! Odd that new releases are still coming with QR codes.,edge,1,other_unclear,"Brief acknowledgment only, no action needed.",False,"Fragment/reaction to a prior exchange, no new issue raised."
2521470,@XboxSupport ive tried everything i can think of. How can i fix my UPnP connection on my Xbox one?,ambiguous,2,network_connectivity,Must not repeat generic troubleshooting -- customer states everything was tried.,True,"States 'tried everything', technical networking issue needing real diagnosis."
1389356,"https://t.co/GZy9OD8F82 via @xboxsupport this has been a frustrating two weeks as a fan and a racer crashes lost files, brutal and draining!",edge,1,game_crash_bug,"Acknowledge the data loss specifically (lost files), not just the crashing.",True,"Crashes plus lost files -- real data loss, prolonged frustration."
1539671,"@ATVIAssist @XboxSupport ""Error Code: 103294 -,B,C,D,E,F,G,-,I,J,-,-,M,-,-,P,Q, ... This one's easy, It's obviously H,K,L,N,O, =~{",edge,1,other_unclear,Flag as likely non-genuine/joke input rather than attempt a real troubleshooting response.,False,"Appears to be a joke/riddle tweet reusing another user's error code, not a genuine support request."
1214771,@XboxSupport It allowed me to purchase via that link and has taken my funds from account but the game is not in my library for download.,ambiguous,2,account_data_issue,Must treat as urgent -- money was taken but no product delivered.,True,"Funds taken, purchased game not in library -- failed delivery."
1764870,@XboxSupport I can’t redeem my rewards in cod ww2 from major Howard I’m reaching out to u guys because Activision Support aren’t replying,typical,0,code_activation,Acknowledge the cross-company complexity (Activision vs Xbox) rather than deflect.,True,Unresolved reward-redemption issue spanning two companies.
1171154,@XboxSupport Can you guys do something about Ark Survival Evolved. How is this game even allowed to be released it is so horribly broken.,typical,0,game_crash_bug,Acknowledge the feedback about the game's quality without overpromising a fix (not fully within Xbox's control).,False,"General quality complaint about a third-party game, not a specific fixable account issue."
1401738,@XboxSupport I can't sign into my Xbox. The code is 0x87DD0017,typical,0,account_data_issue,Must not guess at the cause; direct to account-specific troubleshooting for this error code.,True,Sign-in failure with a specific error code -- account access issue.
1829394,@XboxSupport Messages won't load on console or app and I can't even connect to my console via the app. Site says everything is green...,ambiguous,2,network_connectivity,Acknowledge the status-page discrepancy rather than just pointing back to it.,True,Status page says everything is fine but symptoms say otherwise -- needs real investigation.
1090736,"@XboxSupport, I am having trouble getting games and apps to work. They worked but I started downloading a new game and nothing will start.",typical,0,game_crash_bug,Suggest checking storage space and restarting the console.,False,Standard troubleshooting for a stalled install.
2749888,@XboxSupport Hello i'm having major connectivity issues with my Brand New xbox 1s. I need assistance asap please!!,edge,1,network_connectivity,Treat as urgent given a brand-new device; don't assume it's a simple setup issue.,True,"New device, urgent request, possible manufacturing defect."
513843,@XboxSupport yes I️ can access it on my main account but not my secondary,typical,0,account_data_issue,Explain that access can differ by account/permissions; check specifics before promising a fix.,True,Access works on one account but not another -- account-specific permissions issue.
1005416,"@XboxSupport The XboxOne Update, that applied itself while I was on vacation, deleted ALL my Local saved games. My kids are in tears!",edge,1,account_data_issue,Acknowledge the real loss and emotional impact; don't just explain how updates work.,True,"Significant data loss (all local saves), high emotional impact on the family."
649492,"@XboxSupport just got an xbox one s , its on the update part of installation, it was on 85% but I left it to keep downloading but the screen tinted black like usual afk but then you know normally if you dont play it turns off so it did that and i turn it on, its at 2%, why,why?!!",ambiguous,2,hardware_issue,Must not suggest just waiting again; update progress reversing suggests real corruption.,True,"Update progress went backward (85% to 2%) -- likely corruption, new device."
1354162,"@XboxSupport Can't send messages or join party chat on my Xbox. Open NAT, multiple networks, hard reset, no offenses.",ambiguous,2,network_connectivity,Must not repeat NAT/network/reset advice -- already tried.,True,Multiple standard network fixes already attempted.
177183,"@XboxSupport Oh i am so on the updates tbing too.  And im doing hard power cycles, anything i can think of.  Sent feedback.  Chat, phone, email, over ans over.  No need for the lite or medium support.  Ive hit it all AIl I am pretty sure.  But therr has to be w
A way",edge,1,other_unclear,Acknowledge they've exhausted standard support channels; route directly to advanced support.,True,Customer explicitly states standard/lite/medium support has already been tried extensively.
2707851,"@XboxSupport Whenever I try and use watchtower it just says ""We're still setting up your account with twitter..."" It then says if it happens for over an hour to contact support.",typical,0,account_data_issue,Acknowledge the stated 1-hour threshold has likely passed; don't just repeat the app's own message.,True,Third-party (Twitter) account-linking feature stuck past its own stated wait time.
260209,@XboxSupport Currently experiencing party issues but the site says all services are available. All kinds of issues including disconnecting.,ambiguous,2,network_connectivity,Acknowledge the status-page discrepancy.,True,Status page says available but real symptoms (disconnects) persist.
2301582,"@XboxSupport Getting error code 0x80040900 on my One X.
Becomes unresponsive and goes to black screen. Power down for 5 mins then reboot and it's ok again. This has happened several times in the 5 days I've had it. Any ideas?",ambiguous,2,hardware_issue,Treat as a likely defective unit given the repeated pattern on a brand-new console.,True,"New console (5 days old), repeated unresponsive/black-screen pattern -- likely hardware fault."
1251517,@XboxSupport No good. I am unable to fully download and play on my 360 either. It isn’t showing up in the Xbox one store with the other games.,typical,0,account_data_issue,Must not just suggest re-downloading; check why the title isn't showing in the library.,True,Game missing from library/store on the account.
2703709,@XboxSupport Yes once I changed the setting back to 1080p it played the dvd but I think for it being the most powerful console out it should know the difference and auto change like it figured out my tv was 4K by its self,typical,0,hardware_issue,Acknowledge the feedback about auto-detection; don't promise a fix is coming.,False,"Self-resolved by changing a setting; this is feedback, not an active issue."
1059769,@ArgosHelpers I brought a new Xbox one s yesterday Friday and I’m having problems with it The I can’t download games from disc 1/2,ambiguous,2,hardware_issue,Suggest standard disc-read troubleshooting for a new console.,False,"New console, disc install issue -- standard first response."
769787,@XboxSupport Problem. When a mic or controller disconnects you get forced into gamechat? Makes no sense,ambiguous,2,how_to_question,"Explain the intended behavior/design reasoning, or note it as known confusing behavior.",False,"Question about unexpected but non-broken feature behavior, not a technical fault."
